,Title,Genre,GenreCorrected,GenreListed
19829,Hotel Paradiso,comedy,comedy,['comedy']
19830,I Was Happy Here,drama,drama,['drama']
19831,Invasion,sci-fi,action,['action']
19832,Island of Terror,horror,action,['action']
19833,It Happened Here,drama,drama,['drama']
19834,Kaleidoscope,crime drama,action drama,['action' 'drama']
19835,A Man Could Get Killed,comedy/thriller,comedy action,['action' 'comedy']
19836,A Man for All Seasons,historical drama,cultural drama,['cultural' 'drama']
19837,Modesty Blaise,spy,action,['action']
19838,Morgan!,drama,drama,['drama']
19839,One Million Years B.C.,prehistoric adventure,precultural action,['action' 'precultural']
19840,The Plague of the Zombies,horror,action,['action']
19841,The Psychopath,mystery,thriller,['thriller']
19842,The Quiller Memorandum,spy thriller,action action,['action']
19843,"Rasputin, the Mad Monk",horror,action,['action']
19844,The Reptile,horror,action,['action']
19845,Sky West and Crooked,romantic drama,romance drama,['drama' 'romance']
19846,That Riviera Touch,comedy,comedy,['comedy']
19847,They're a Weird Mob,adventure/comedy,action comedy,['action' 'comedy']
19848,Thunderbirds Are Go,sci-fi,action,['action']
19849,The Trap,action,action,['action']
19850,Triple Cross,spy/thriller,action action,['action']
19851,The Trygon Factor,thriller,action,['action']
19852,Where the Bullets Fly,espionage,action,['action']
19853,The Witches,horror,action,['action']
19854,The Wrong Box,comedy,comedy,['comedy']
19855,Accident,drama,drama,['drama']
19856,Attack on the Iron Coast,war,action,['action']
19857,Battle Beneath the Earth,sci-fi,action,['action']
19858,Bedazzled,comedy,comedy,['comedy']
19859,Berserk!,horror/slasher,action slasher,['action' 'slasher']
19860,Carry On Doctor,comedy,comedy,['comedy']
19861,Casino Royale,comedy,comedy,['comedy']
19862,A Countess from Hong Kong,drama,drama,['drama']
19863,Danger Route,psy thriller,psy action,['action' 'psy']
19864,The Day the Fish Came Out,comedy,comedy,['comedy']
19865,Deadlier Than the Male,adventure,action,['action']
19866,Far from the Madding Crowd,literary drama,literary drama,['drama' 'literary']
19867,Jeremy Summers,british-german co-production,british-german co-production,['british' 'co' 'german' 'production']
19868,Follow That Camel,comedy,comedy,['comedy']
19869,Frankenstein Created Woman,horror,action,['action']
19870,Here We Go Round the Mulberry Bush,drama,drama,['drama']
19871,How I Won the War,dark comedy,black comedy,['black' 'comedy']
19872,It!,science fiction,action,['action']
19873,The Jokers,comedy,comedy,['comedy']
19874,Jules Verne's Rocket to the Moon,sci-fi/comedy,action comedy,['action' 'comedy']
19875,The Last Safari,adventure,action,['action']
19876,The Long Duel,action,action,['action']
19877,The Magnificent Two,comedy,comedy,['comedy']
19878,Marat/Sade,drama,drama,['drama']
19879,Maroc 7,thriller,action,['action']
19880,The Mini-Affair,romance/comedy,romance comedy,['comedy' 'romance']
19881,Mister Ten Per Cent,comedy,comedy,['comedy']
19882,The Mummy's Shroud,horror,action,['action']
19883,The Naked Runner,spy,action,['action']
19884,The Night of the Generals,thriller,action,['action']
19885,Our Mother's House,drama,drama,['drama']
19886,The Plank,comedy,comedy,['comedy']
19887,Poor Cow,drama,drama,['drama']
19888,Pretty Polly,romance/comedy,romance comedy,['comedy' 'romance']
19889,Privilege,comedy/musical,comedy cultural,['comedy' 'cultural']
19890,The Projected Man,science fiction,action,['action']
19891,Quatermass and the Pit,science fiction,action,['action']
19892,Robbery,crime/drama,action drama,['action' 'drama']
19893,Smashing Time,comedy,comedy,['comedy']
19894,The Sorcerers,horror,action,['action']
19895,Stranger in the House,crime,action,['action']
19896,They Came from Beyond Space,sci-fi,action,['action']
19897,"To Sir, with Love",drama,drama,['drama']
19898,Two for the Road,comedy,comedy,['comedy']
19899,Two Weeks in September,drama,drama,['drama']
19900,The Viking Queen,historical,cultural,['cultural']
19901,The Vulture,sci-fi/horror,action action,['action']
19902,The Whisperers,drama,drama,['drama']
19903,You Only Live Twice,spy/action,action action,['action']
19904,All Neat in Black Stockings,comedy,comedy,['comedy']
19905,The Anniversary,drama,drama,['drama']
19906,Assignment K,thriller,action,['action']
19907,Attack on the Iron Coast,war,action,['action']
19908,Berserk!,thriller,action,['action']
19909,Les Bicyclettes de Belsize,musical,cultural,['cultural']
19910,The Birthday Party,drama,drama,['drama']
19911,The Bliss of Mrs. Blossom,comedy,comedy,['comedy']
19912,The Blood of Fu Manchu,crime,action,['action']
19913,The Bofors Gun,drama,drama,['drama']
19914,Boom!,drama,drama,['drama']
19915,Carry On... Up the Khyber,comedy,comedy,['comedy']
19916,The Charge of the Light Brigade,war,action,['action']
19917,Chitty Chitty Bang Bang,fantasy,fantasy,['fantasy']
19918,The Committee,drama,drama,['drama']
19919,Corruption,horror,action,['action']
19920,A Dandy in Aspic,spy/thriller,action action,['action']
19921,Deadfall,crime thriller,action action,['action']
19922,The Devil Rides Out,horror,action,['action']
19923,Dracula Has Risen from the Grave,horror,action,['action']
19924,Duffy,comedy/crime,comedy action,['action' 'comedy']
19925,The Fiction Makers,adventure,action,['action']
19926,The Fixer,drama,drama,['drama']
19927,The Girl on a Motorcycle,drama,drama,['drama']
19928,if....,counterculture,counterculture,['counterculture']
19929,Inadmissible Evidence,drama,drama,['drama']
19930,Interlude,drama,drama,['drama']
19931,Isadora,biopic,cultural,['cultural']
19932,Joanna,drama,drama,['drama']
19933,Last of the Long-haired Boys,drama,drama,['drama']
19934,The Lion in Winter,historical drama,cultural drama,['cultural' 'drama']
19935,The Long Day's Dying,war,action,['action']
19936,Mayerling,romance/drama,romance drama,['drama' 'romance']
19937,The Mercenaries,war,action,['action']
19938,"Mrs. Brown, You've Got a Lovely Daughter",musical,cultural,['cultural']
19939,Only When I Larf,comedy,comedy,['comedy']
19940,Performance,drama,drama,['drama']
19941,Prudence and the Pill,comedy,comedy,['comedy']
19942,Romeo and Juliet,literary drama,literary drama,['drama' 'literary']
19943,Salt and Pepper,comedy,comedy,['comedy']
19944,Sebastian,drama,drama,['drama']
19945,Secret Ceremony,drama,drama,['drama']
19946,Submarine X-1,thriller,action,['action']
19947,Tell Me Lies,drama,drama,['drama']
19948,The Touchables,comedy/drama,comedy drama,['comedy' 'drama']
19949,Twisted Nerve,thriller,action,['action']
19950,A Twist of Sand,adventure,action,['action']
19951,Up the Junction,drama,drama,['drama']
19952,The Vengeance of She,fantasy,fantasy,['fantasy']
19953,Witchfinder General,horror,action,['action']
19954,Wonderwall,drama,drama,['drama']
19955,Work Is a Four-Letter Word,comedy,comedy,['comedy']
19956,Yellow Submarine,musical/comedy,cultural comedy,['comedy' 'cultural']
19957,The Adding Machine,drama,drama,['drama']
19958,Alfred the Great,historical,cultural,['cultural']
19959,Anne of the Thousand Days,historical,cultural,['cultural']
19960,The Assassination Bureau,black comedy,black comedy,['black' 'comedy']
19961,Battle of Britain,world war ii,action,['action']
19962,The Bed-Sitting Room,comedy,comedy,['comedy']
19963,Before Winter Comes,drama,drama,['drama']
19964,Bronco Bullfrog,drama,drama,['drama']
19965,Captain Nemo and the Underwater City,fantasy,fantasy,['fantasy']
19966,Carry On Again Doctor,comedy,comedy,['comedy']
19967,Carry On Camping,comedy,comedy,['comedy']
19968,Crossplot,thriller,action,['action']
19969,David Copperfield,drama,drama,['drama']
19970,Doppelgänger,sci-fi,action,['action']
19971,The File of the Golden Goose,thriller,action,['action']
19972,Frankenstein Must Be Destroyed,horror,action,['action']
19973,Hannibal Brooks,world war ii,action,['action']
19974,The Haunted House of Horror,horror,action,['action']
19975,I Start Counting,thriller,action,['action']
19976,In Search of Gregory,romance,romance,['romance']
19977,The Italian Job,action/comedy,action comedy,['action' 'comedy']
19978,Kes,drama,drama,['drama']
19979,Leo the Last,drama,drama,['drama']
19980,Lock Up Your Daughters!,comedy,comedy,['comedy']
19981,Lola (Twinky),comedy,comedy,['comedy']
19982,The Looking Glass War,spy,action,['action']
19983,The Magic Christian,comedy,comedy,['comedy']
19984,Monte Carlo or Bust!,comedy,comedy,['comedy']
19985,Moon Zero Two,sci-fi,action,['action']
19986,Mosquito Squadron,world war ii,action,['action']
19987,"Mumsy, Nanny, Sonny and Girly",horror/comedy,action comedy,['action' 'comedy']
19988,The Oblong Box,horror,action,['action']
19989,On Her Majesty's Secret Service,spy/action,action action,['action']
19990,Play Dirty,world war ii,action,['action']
19991,The Prime of Miss Jean Brodie,drama,drama,['drama']
19992,The Reckoning,drama,drama,['drama']
19993,Rhubarb,comedy,comedy,['comedy']
19994,Ring of Bright Water,drama,drama,['drama']
19995,"Run Wild, Run Free",family,child,['child']
19996,Sandy the Seal,family,child,['child']
19997,The Smashing Bird I Used to Know,drama,drama,['drama']
19998,Some Girls Do,spy,action,['action']
19999,The Southern Star,adventure,action,['action']
20000,Taste the Blood of Dracula,horror,action,['action']
20001,Three Into Two Won't Go,drama,drama,['drama']
20002,Till Death Us Do Part,comedy,comedy,['comedy']
20003,A Touch of Love,drama,drama,['drama']
20004,The Virgin Soldiers,drama,drama,['drama']
20005,What's Good for the Goose,comedy,comedy,['comedy']
20006,Women in Love,literary drama,literary drama,['drama' 'literary']
20007,The Adventures of Gerard,action/comedy,action comedy,['action' 'comedy']
20008,And Soon the Darkness,thriller,action,['action']
20009,The Beast in the Cellar,horror,action,['action']
20010,The Beloved,drama,drama,['drama']
20011,The Breaking of Bumbo,comedy,comedy,['comedy']
20012,The Buttercup Chain,drama,drama,['drama']
20013,Carry On Loving,comedy,comedy,['comedy']
20014,Carry On Up the Jungle,comedy,comedy,['comedy']
20015,Cool It Carol!,sex comedy/drama,adult comedy drama,['adult' 'comedy' 'drama']
20016,Crescendo,horror,action,['action']
20017,Cromwell,biopic,cultural,['cultural']
20018,Cry of the Banshee,horror,action,['action']
20019,A Day at the Beach,drama,drama,['drama']
20020,Deep End,drama,drama,['drama']
20021,Doctor in Trouble,comedy,comedy,['comedy']
20022,Endless Night,"drama, crime, horror","drama, action, action",['action' 'drama']
20023,Entertaining Mr Sloane,black comedy,black comedy,['black' 'comedy']
20024,Every Home Should Have One,comedy,comedy,['comedy']
20025,Fragment of Fear,thriller,action,['action']
20026,The Go-Between,drama,drama,['drama']
20027,Hell Boats,world war ii,action,['action']
20028,Hello-Goodbye,comedy,comedy,['comedy']
20029,Hoffman,drama,drama,['drama']
20030,The Horror of Frankenstein,horror,action,['action']
20031,The House That Dripped Blood,portmanteau horror,portmanteau action,['action' 'portmanteau']
20032,Leo the Last,drama,drama,['drama']
20033,Loot,black comedy,black comedy,['black' 'comedy']
20034,The Man Who Haunted Himself,thriller,action,['action']
20035,The McKenzie Break,world war ii/pow,action pow,['action' 'pow']
20036,The Mind of Mr. Soames,sci-fi,action,['action']
20037,Ned Kelly,adventure,action,['action']
20038,The Nine Ages of Nakedness,sex comedy,adult comedy,['adult' 'comedy']
20039,One Day in the Life of Ivan Denisovich,drama,drama,['drama']
20040,Perfect Friday,crime,action,['action']
20041,Performance,drama/crime,drama action,['action' 'drama']
20042,The Private Life of Sherlock Holmes,detective drama,detective drama,['detective' 'drama']
20043,The Railway Children,family drama,child drama,['child' 'drama']
20044,The Rise and Rise of Michael Rimmer,comedy/satire,comedy satire,['comedy' 'satire']
20045,Ryan's Daughter,drama,drama,['drama']
20046,Say Hello to Yesterday,drama,drama,['drama']
20047,Scars of Dracula,horror,action,['action']
20048,Scream and Scream Again,horror thriller,action action,['action']
20049,Scrooge,musical,cultural,['cultural']
20050,A Severed Head,black comedy,black comedy,['black' 'comedy']
20051,"Some Will, Some Won't",comedy,comedy,['comedy']
20052,Take a Girl Like You,comedy,comedy,['comedy']
20053,There's a Girl in My Soup,comedy,comedy,['comedy']
20054,Trog,sci-fi,action,['action']
20055,Two a Penny,drama,drama,['drama']
20056,The Vampire Lovers,horror,action,['action']
20057,The Virgin and the Gypsy,drama,drama,['drama']
20058,The Walking Stick,crime,action,['action']
20059,10 Rillington Place,crime,action,['action']
20060,The Abominable Dr. Phibes,horror/comedy,action comedy,['action' 'comedy']
20061,Black Beauty,drama,drama,['drama']
20062,Blood from the Mummy's Tomb,horror,action,['action']
20063,The Blood on Satan's Claw,horror,action,['action']
20064,The Boy Friend,musical/comedy,cultural comedy,['comedy' 'cultural']
20065,Bronco Bullfrog,drama,drama,['drama']
20066,Burke & Hare,horror,action,['action']
20067,Carry On at Your Convenience,comedy,comedy,['comedy']
20068,Carry On Henry,comedy,comedy,['comedy']
20069,Clinic Exclusive,comedy,comedy,['comedy']
20070,A Clockwork Orange,drama,drama,['drama']
20071,Countess Dracula,horror,action,['action']
20072,Dad's Army,comedy,comedy,['comedy']
20073,The Devils,drama,drama,['drama']
20074,Diamonds Are Forever,spy/action,action action,['action']
20075,Dr. Jekyll and Sister Hyde,horror,action,['action']
20076,Family Life,drama,drama,['drama']
20077,Freelance,thriller,action,['action']
20078,Friends,romance,romance,['romance']
20079,Get Carter,crime,action,['action']
20080,The Go-Between,drama,drama,['drama']
20081,Hands of the Ripper,horror,action,['action']
20082,"I, Monster",horror,action,['action']
20083,Incense for the Damned,horror,action,['action']
20084,The Last Valley,drama,drama,['drama']
20085,Macbeth,drama,drama,['drama']
20086,"Mary, Queen of Scots",historical,cultural,['cultural']
20087,Melody,romance,romance,['romance']
20088,Nicholas and Alexandra,historical biopic,cultural cultural,['cultural']
20089,The Night Digger,thriller,action,['action']
20090,Night Hair Child,black comedy,black comedy,['black' 'comedy']
20091,The Nightcomers,horror,action,['action']
20092,Percy,comedy,comedy,['comedy']
20093,Please Sir!,comedy,comedy,['comedy']
20094,Private Road,drama,drama,['drama']
20095,Psychomania,horror,action,['action']
20096,Quest for Love,sci-fi/drama,action drama,['action' 'drama']
20097,The Raging Moon,romance,romance,['romance']
20098,Revenge,drama,drama,['drama']
20099,She'll Follow You Anywhere,sex comedy,adult comedy,['adult' 'comedy']
20100,Sitting Target,crime drama,action drama,['action' 'drama']
20101,The Statue,comedy,comedy,['comedy']
20102,Universal Soldier,drama,drama,['drama']
20103,Up the Chastity Belt,comedy,comedy,['comedy']
20104,Virgin Witch,horror,action,['action']
20105,Whoever Slew Auntie Roo?,horror,action,['action']
20106,Zeppelin,world war i,action,['action']
20107,Adolf Hitler: My Part in his Downfall,comedy,comedy,['comedy']
20108,The Alf Garnett Saga,comedy,comedy,['comedy']
20109,The Amazing Mr Blunden,family,child,['child']
20110,The Assassination of Trotsky,historical drama,cultural drama,['cultural' 'drama']
20111,Au Pair Girls,sex comedy,adult comedy,['adult' 'comedy']
20112,Bartleby,drama,drama,['drama']
20113,Bless This House,comedy,comedy,['comedy']
20114,The Boy Who Turned Yellow,family drama,child drama,['child' 'drama']
20115,"Brother Sun, Sister Moon",biopic,cultural,['cultural']
20116,The Call of the Wild,adventure,action,['action']
20117,Carry On Abroad,comedy,comedy,['comedy']
